date,appliances,lights,t1,rh_1,t2,rh_2,t3,rh_3,t4,rh_4,t5,rh_5,t6,rh_6,t7,rh_7,t8,rh_8,t9,rh_9,t_out,press_mm_hg,rh_out,wind_speed,visibility,tdew_point,weekstatus,day_of_week,hour,hour_category,energy_consuption
5/21/2016 3:40,60,0,22.96,45.79,21.29,47.74,25.00,42.20,23.10,44.00,22.50,48.09,12.36,51.93,22.79,41.20,23.50,51.03,22.70,47.54,13.77,756.70,91.67,4.00,32.67,12.40,Weekend,Saturday,3,Morning,60
5/21/2016 4:00,60,0,22.89,45.90,21.20,47.76,25.00,42.27,23.13,44.00,22.50,48.00,12.19,52.03,22.79,41.13,23.50,50.96,22.70,47.79,13.60,756.60,92.00,4.00,29.00,12.30,Weekend,Saturday,4,Morning,60
5/21/2016 4:20,60,0,22.89,45.90,21.20,47.79,25.00,42.26,23.10,44.00,22.50,48.00,12.10,52.23,22.79,41.09,23.50,50.83,22.70,47.79,13.33,756.53,92.67,3.67,27.33,12.17,Weekend,Saturday,4,Morning,60
5/21/2016 5:30,50,0,22.89,45.97,21.00,48.00,25.10,42.20,23.10,44.00,22.50,47.85,12.57,53.86,22.79,41.09,23.39,50.81,22.79,48.22,12.90,756.40,94.00,3.50,24.50,12.00,Weekend,Saturday,5,Morning,50
5/21/2016 6:10,60,0,22.86,45.97,21.10,48.26,25.10,42.20,23.07,44.00,22.48,47.84,13.43,54.57,22.79,41.24,23.39,51.00,22.79,48.50,13.08,756.42,94.00,4.00,25.00,12.18,Weekend,Saturday,6,Morning,60
5/21/2016 6:40,60,0,22.82,45.93,21.20,48.09,25.10,42.13,23.00,44.06,22.50,48.20,14.03,54.79,22.79,41.29,23.39,51.20,22.79,48.75,13.33,756.47,94.00,4.00,25.00,12.43,Weekend,Saturday,6,Morning,60
5/21/2016 7:00,80,0,22.82,46.10,21.32,48.09,25.17,42.06,23.00,44.16,22.50,48.18,14.53,54.70,22.76,41.53,23.39,51.63,22.79,49.62,13.50,756.50,94.00,4.00,25.00,12.60,Weekend,Saturday,7,Morning,80
5/21/2016 7:10,50,0,22.89,46.63,21.46,48.22,25.03,42.00,23.00,44.23,22.50,48.06,14.87,54.47,22.74,41.94,23.39,51.67,22.79,49.94,13.67,756.47,93.50,4.00,25.17,12.68,Weekend,Saturday,7,Morning,50
5/21/2016 7:50,50,0,23.10,47.86,22.40,48.29,24.79,42.23,23.07,44.59,22.50,48.12,16.83,48.66,22.75,42.83,23.37,51.56,22.89,49.51,14.33,756.33,91.50,4.00,25.83,13.02,Weekend,Saturday,7,Morning,50
5/21/2016 8:20,280,0,23.10,48.86,24.23,46.46,24.46,43.69,23.17,45.16,22.39,48.98,18.76,31.66,22.79,43.23,23.39,51.48,22.89,48.19,14.97,756.33,89.00,4.00,27.00,13.20,Weekend,Saturday,8,Morning,280
5/21/2016 8:40,330,0,23.07,49.33,24.89,45.03,24.29,44.59,23.26,45.80,22.50,49.53,19.93,26.00,22.79,43.40,23.47,52.32,22.89,47.88,15.43,756.37,87.00,4.00,28.00,13.30,Weekend,Saturday,8,Morning,330
5/21/2016 9:40,790,0,23.00,50.26,25.53,43.13,24.39,44.49,23.60,47.26,22.50,50.43,22.20,7.49,22.89,43.90,23.29,51.09,23.00,47.46,16.90,756.33,79.67,4.67,28.33,13.33,Weekend,Saturday,9,Afternoon,790
5/21/2016 9:50,410,0,23.00,50.26,25.26,43.60,24.46,45.39,23.53,47.20,22.50,50.50,22.26,6.83,22.89,43.90,23.29,51.04,23.00,47.40,17.15,756.32,78.33,4.83,28.17,13.32,Weekend,Saturday,9,Afternoon,410
5/21/2016 10:50,470,0,23.10,51.00,25.10,43.63,25.79,45.46,23.70,46.57,22.50,50.50,22.96,2.19,23.00,43.79,23.23,50.53,23.00,47.20,18.32,756.13,68.67,5.83,38.00,12.47,Weekend,Saturday,10,Afternoon,470
5/21/2016 11:50,310,0,23.26,51.50,25.10,44.23,25.97,44.90,23.81,46.88,22.54,50.91,23.15,1.00,23.16,43.82,23.28,50.53,23.01,47.03,19.17,755.77,65.33,6.83,40.00,12.47,Weekend,Saturday,11,Afternoon,310
5/21/2016 12:10,250,0,23.36,51.17,25.10,44.12,26.00,44.67,23.84,46.76,22.58,50.92,23.29,1.00,23.23,43.70,23.33,50.41,23.01,46.99,19.43,755.62,64.83,7.00,40.00,12.58,Weekend,Saturday,12,Afternoon,250
5/21/2016 13:50,260,0,23.89,49.53,25.10,43.56,26.15,43.55,23.96,46.18,22.77,50.97,24.03,1.00,23.53,43.07,23.59,49.84,23.04,46.79,21.27,755.03,58.17,7.00,40.00,12.67,Weekend,Saturday,13,Afternoon,260
5/21/2016 15:40,220,0,24.47,47.72,25.10,42.94,26.31,42.31,24.09,45.53,22.98,51.02,24.84,1.00,23.87,42.38,23.87,49.21,23.07,46.58,22.50,754.47,52.00,7.00,40.00,12.07,Weekend,Saturday,15,Afternoon,220
5/21/2016 17:30,80,0,24.89,46.47,25.07,42.64,26.40,41.46,24.19,45.08,23.14,51.13,25.36,1.92,24.14,41.91,24.11,48.76,23.10,46.45,22.95,753.80,51.50,6.50,40.00,12.45,Weekend,Saturday,17,Night,80
5/21/2016 17:40,90,10,24.88,46.54,25.05,42.75,26.41,41.51,24.19,45.13,23.14,51.17,25.29,2.38,24.13,41.95,24.11,48.81,23.10,46.49,22.90,753.73,52.33,6.33,40.00,12.63,Weekend,Saturday,17,Night,100
5/21/2016 17:50,80,0,24.88,46.61,25.03,42.85,26.42,41.57,24.18,45.17,23.13,51.20,25.22,2.85,24.13,42.00,24.12,48.87,23.11,46.54,22.85,753.67,53.17,6.17,40.00,12.82,Weekend,Saturday,17,Night,80
5/21/2016 18:00,150,0,24.87,46.68,25.01,42.96,26.43,41.62,24.18,45.21,23.13,51.24,25.15,3.31,24.12,42.05,24.13,48.93,23.11,46.58,22.80,753.60,54.00,6.00,40.00,13.00,Weekend,Saturday,18,Night,150
5/21/2016 18:10,130,0,24.87,46.75,25.00,43.06,26.44,41.68,24.17,45.25,23.12,51.27,25.09,3.77,24.11,42.09,24.14,48.99,23.11,46.63,22.68,753.55,54.33,6.17,40.00,13.00,Weekend,Saturday,18,Night,130
5/21/2016 19:00,110,10,24.84,47.10,24.91,43.59,26.49,41.95,24.15,45.46,23.10,51.44,24.74,6.08,24.09,42.32,24.17,49.27,23.12,46.85,22.10,753.30,56.00,7.00,40.00,13.00,Weekend,Saturday,19,Night,120
5/21/2016 19:30,110,10,24.83,47.31,24.86,43.90,26.52,42.12,24.14,45.59,23.08,51.54,24.53,7.46,24.07,42.46,24.19,49.44,23.12,46.99,21.40,753.05,59.50,5.50,40.00,13.20,Weekend,Saturday,19,Night,120
5/21/2016 20:20,100,10,24.81,47.66,24.77,44.43,26.57,42.40,24.11,45.80,23.06,51.70,24.19,9.77,24.04,42.69,24.23,49.73,23.13,47.22,20.07,752.90,67.33,3.33,40.00,13.73,Weekend,Saturday,20,Night,110
5/21/2016 20:40,70,10,24.80,47.80,24.74,44.64,26.59,42.51,24.11,45.89,23.05,51.77,24.05,10.70,24.03,42.78,24.24,49.85,23.13,47.31,19.43,753.00,71.67,2.67,40.00,14.07,Weekend,Saturday,20,Night,80
5/21/2016 21:20,340,0,24.78,48.08,24.67,45.06,26.63,42.73,24.09,46.06,23.03,51.91,23.77,12.54,24.00,42.96,24.27,50.07,23.14,47.49,18.83,753.00,74.67,2.00,40.00,14.20,Weekend,Saturday,21,Night,340
5/21/2016 23:00,70,0,24.74,48.78,24.50,46.11,26.73,43.29,24.04,46.48,22.98,52.24,23.08,17.16,23.95,43.42,24.34,50.65,23.16,47.95,18.90,752.10,74.00,3.00,40.00,14.10,Weekend,Saturday,23,Night,70
5/21/2016 23:10,160,0,24.73,48.85,24.48,46.21,26.74,43.34,24.04,46.52,22.97,52.27,23.02,17.62,23.94,43.47,24.35,50.70,23.16,47.99,18.75,752.08,74.83,2.83,40.00,14.13,Weekend,Saturday,23,Night,160
5/22/2016 0:30,60,0,24.69,49.41,24.35,47.05,26.82,43.78,24.00,46.86,22.93,52.54,22.46,21.31,23.89,43.83,24.41,51.16,23.17,48.35,17.60,751.65,81.50,2.00,40.00,14.40,Weekend,Sunday,0,Morning,60
5/22/2016 0:50,60,0,24.69,49.55,24.31,47.26,26.84,43.90,23.99,46.94,22.92,52.61,22.33,22.24,23.88,43.92,24.42,51.28,23.18,48.45,17.33,751.42,83.17,2.00,40.00,14.47,Weekend,Sunday,0,Morning,60
5/22/2016 1:10,60,0,24.68,49.69,24.28,47.47,26.86,44.01,23.98,47.03,22.91,52.68,22.19,23.16,23.87,44.02,24.44,51.39,23.18,48.54,17.30,751.18,82.83,2.17,40.00,14.37,Weekend,Sunday,1,Morning,60
5/22/2016 1:20,60,0,24.67,49.76,24.26,47.58,26.87,44.06,23.98,47.07,22.91,52.71,22.12,23.62,23.86,44.06,24.44,51.45,23.18,48.58,17.40,751.07,81.67,2.33,40.00,14.23,Weekend,Sunday,1,Morning,60
5/22/2016 1:50,60,0,24.66,49.97,24.21,47.89,26.90,44.23,23.97,47.20,22.89,52.81,21.91,25.01,23.85,44.20,24.47,51.62,23.19,48.72,17.70,750.72,78.17,2.83,40.00,13.83,Weekend,Sunday,1,Morning,60
5/22/2016 2:20,50,0,24.64,50.18,24.16,48.21,26.93,44.39,23.95,47.32,22.88,52.91,21.70,26.39,23.83,44.34,24.49,51.79,23.19,48.85,17.73,750.47,77.00,2.67,40.00,13.60,Weekend,Sunday,2,Morning,50
5/22/2016 3:00,50,0,24.63,50.45,24.09,48.63,26.98,44.62,23.93,47.49,22.86,53.05,21.43,28.24,23.80,44.52,24.52,52.02,23.20,49.04,17.60,750.20,77.00,2.00,40.00,13.40,Weekend,Sunday,3,Morning,50
5/22/2016 3:50,50,0,24.60,50.80,24.00,49.15,27.03,44.89,23.91,47.70,22.83,53.21,21.08,30.55,23.78,44.75,24.55,52.31,23.21,49.26,16.93,749.28,80.33,1.17,40.00,13.40,Weekend,Sunday,3,Morning,50
5/22/2016 4:00,60,0,24.60,50.87,23.99,49.26,27.04,44.95,23.91,47.75,22.83,53.25,21.01,31.01,23.77,44.79,24.56,52.37,23.21,49.31,16.80,749.10,81.00,1.00,40.00,13.40,Weekend,Sunday,4,Morning,60
5/22/2016 5:00,60,0,24.57,51.29,23.88,49.89,27.10,45.28,23.88,48.00,22.80,53.45,20.60,33.78,23.73,45.07,24.60,52.71,23.22,49.58,14.70,750.00,93.00,4.00,40.00,13.50,Weekend,Sunday,5,Morning,60
5/22/2016 5:30,40,0,24.56,51.50,23.83,50.20,27.13,45.45,23.87,48.13,22.78,53.55,20.39,35.16,23.72,45.21,24.62,52.88,23.23,49.72,14.40,749.50,95.50,2.50,33.00,13.65,Weekend,Sunday,5,Morning,40
5/22/2016 5:40,50,0,24.55,51.57,23.82,50.31,27.14,45.50,23.86,48.17,22.78,53.58,20.32,35.63,23.71,45.25,24.63,52.94,23.23,49.76,14.30,749.33,96.33,2.00,30.67,13.70,Weekend,Sunday,5,Morning,50
5/22/2016 6:20,60,0,24.54,51.85,23.75,50.73,27.18,45.73,23.84,48.34,22.76,53.72,20.05,37.47,23.69,45.43,24.66,53.17,23.23,49.95,14.27,749.33,97.67,1.67,25.67,13.90,Weekend,Sunday,6,Morning,60
5/22/2016 6:50,60,0,24.52,52.06,23.70,51.04,27.21,45.89,23.83,48.46,22.74,53.82,19.84,38.86,23.67,45.57,24.68,53.34,23.24,50.08,14.52,749.83,97.17,2.67,25.17,14.05,Weekend,Sunday,6,Morning,60
5/22/2016 8:00,60,10,24.49,52.55,23.58,51.78,27.28,46.28,23.80,48.76,22.71,54.05,19.36,42.09,23.63,45.89,24.73,53.74,23.25,50.40,15.10,750.10,96.00,4.00,40.00,14.40,Weekend,Sunday,8,Morning,70
5/22/2016 8:10,50,0,24.49,52.62,23.56,51.88,27.29,46.34,23.79,48.80,22.70,54.09,19.29,42.55,23.62,45.94,24.74,53.80,23.25,50.45,15.13,750.12,95.50,3.83,40.00,14.37,Weekend,Sunday,8,Morning,50
5/22/2016 9:50,110,0,24.44,53.32,23.39,52.93,27.39,46.89,23.75,49.23,22.65,54.42,18.60,47.17,23.56,46.40,24.81,54.37,23.27,50.90,15.88,750.53,93.00,3.83,40.00,14.70,Weekend,Sunday,9,Afternoon,110
5/22/2016 10:10,90,0,24.43,53.46,23.35,53.14,27.41,47.00,23.74,49.31,22.64,54.49,18.46,48.09,23.55,46.49,24.83,54.48,23.27,50.99,15.97,750.63,93.17,3.83,40.00,14.80,Weekend,Sunday,10,Afternoon,90
5/22/2016 11:10,470,0,24.40,53.88,23.25,53.77,27.47,47.33,23.71,49.56,22.61,54.69,18.05,50.86,23.52,46.76,24.87,54.83,23.28,51.26,15.83,750.77,93.50,3.33,38.17,14.77,Weekend,Sunday,11,Afternoon,470
5/22/2016 11:40,280,0,24.39,54.09,23.20,54.09,27.50,47.50,23.70,49.69,22.60,54.79,17.84,52.24,23.50,46.90,24.89,55.00,23.29,51.40,15.93,750.67,92.00,4.33,32.67,14.67,Weekend,Sunday,11,Afternoon,280
5/22/2016 12:00,190,0,24.50,53.66,23.32,53.83,27.86,47.43,23.79,49.76,22.64,55.04,17.86,50.96,23.50,47.09,25.00,54.70,23.29,51.40,16.00,750.60,91.00,5.00,29.00,14.60,Weekend,Sunday,12,Afternoon,190
5/22/2016 13:40,100,0,24.70,52.63,23.79,52.27,26.82,44.97,24.00,50.06,22.79,55.09,20.07,40.90,23.60,47.55,25.29,53.38,23.29,50.75,16.13,750.40,89.67,3.00,36.33,14.40,Weekend,Sunday,13,Afternoon,100
5/22/2016 15:00,90,0,24.63,52.40,23.89,51.73,26.76,45.03,24.00,49.49,22.82,54.72,19.12,41.50,23.60,47.50,25.39,52.94,23.29,51.08,16.90,750.20,85.00,3.00,40.00,14.40,Weekend,Sunday,15,Afternoon,90
5/22/2016 15:40,90,0,24.63,52.20,24.00,51.16,26.39,45.40,24.10,50.16,22.89,54.70,20.20,33.89,23.67,47.68,25.50,52.75,23.30,50.62,16.43,750.20,88.33,3.00,31.33,14.53,Weekend,Sunday,15,Afternoon,90
5/22/2016 15:50,90,0,24.70,52.20,24.03,51.23,26.39,45.47,24.13,50.06,22.89,54.70,20.63,30.93,23.62,47.72,25.52,52.81,23.33,50.58,16.32,750.20,89.17,3.00,29.17,14.57,Weekend,Sunday,15,Afternoon,90
5/22/2016 16:20,100,0,24.70,52.09,24.29,51.13,26.29,45.59,24.20,49.79,22.91,54.59,20.99,24.57,23.70,47.88,25.70,53.45,23.29,51.06,16.30,750.20,90.00,2.67,31.33,14.67,Weekend,Sunday,16,Afternoon,100
5/22/2016 17:10,440,0,24.70,51.90,24.13,50.79,26.10,45.83,24.20,49.97,23.00,54.50,19.63,29.36,23.70,48.11,25.89,53.67,23.29,51.32,16.38,750.17,90.67,2.00,37.50,14.80,Weekend,Sunday,17,Night,440
5/22/2016 17:20,340,0,24.70,51.96,24.10,50.93,26.10,45.79,24.20,49.97,23.00,54.50,19.36,31.16,23.70,48.26,25.89,53.52,23.29,51.28,16.27,750.13,91.33,2.00,35.00,14.80,Weekend,Sunday,17,Night,340
5/22/2016 17:40,200,0,24.79,52.63,24.00,51.46,26.10,45.79,24.29,50.63,23.00,54.50,18.96,33.17,23.70,48.29,26.00,53.75,23.29,51.54,16.03,750.07,92.67,2.00,30.00,14.80,Weekend,Sunday,17,Night,200
5/22/2016 17:50,160,0,24.82,52.66,24.00,52.12,26.20,45.83,24.29,50.63,23.00,54.57,18.43,34.17,23.70,48.29,25.95,53.19,23.33,51.51,15.92,750.03,93.33,2.00,27.50,14.80,Weekend,Sunday,17,Night,160
5/22/2016 18:00,130,0,24.89,52.93,24.00,52.89,26.20,45.90,24.29,50.76,23.00,54.72,18.07,35.20,23.70,48.26,25.96,52.84,23.29,51.50,15.80,750.00,94.00,2.00,25.00,14.80,Weekend,Sunday,18,Night,130
5/22/2016 19:20,110,0,24.89,52.23,23.67,51.69,26.23,45.93,24.29,49.83,23.07,55.17,14.46,43.20,23.70,46.74,26.08,53.02,23.20,50.36,15.83,749.93,94.00,2.00,30.67,14.87,Weekend,Sunday,19,Night,110
5/22/2016 21:50,70,0,24.82,49.73,22.89,50.59,25.89,44.73,24.01,47.23,23.00,53.09,11.80,52.20,23.60,43.73,26.28,49.92,23.06,48.67,12.42,751.15,94.33,6.00,55.17,11.47,Weekend,Sunday,21,Night,70
5/22/2016 22:20,80,0,24.79,49.40,22.73,50.59,25.89,44.59,24.00,47.00,23.00,53.00,11.60,52.20,23.60,43.38,26.25,49.37,23.10,49.08,12.13,751.40,94.67,5.67,49.00,11.23,Weekend,Sunday,22,Night,80
5/22/2016 22:30,100,0,24.79,49.33,22.70,50.59,25.89,44.66,24.00,46.93,23.00,52.94,11.57,52.29,23.60,43.29,26.29,49.29,23.10,49.09,12.05,751.45,95.00,5.50,42.50,11.20,Weekend,Sunday,22,Night,100
5/22/2016 22:40,80,0,24.76,49.20,22.63,50.59,25.93,44.90,24.00,46.90,23.00,52.87,11.50,52.36,23.60,43.29,26.25,49.24,23.10,49.12,11.97,751.50,95.33,5.33,36.00,11.17,Weekend,Sunday,22,Night,80
5/23/2016 0:10,60,0,24.53,48.50,22.29,50.59,26.20,45.15,23.79,46.29,22.93,52.29,11.50,52.65,23.56,42.59,25.89,49.56,23.20,49.50,11.55,751.88,96.17,4.00,61.67,10.88,Weekday,Monday,0,Morning,60
5/23/2016 1:00,50,0,24.39,48.09,22.17,50.40,26.29,45.00,23.75,46.09,23.00,52.06,11.19,52.56,23.56,42.34,25.70,50.50,23.20,49.51,11.30,752.30,97.00,4.00,55.00,10.80,Weekday,Monday,1,Morning,50
5/23/2016 1:50,60,0,24.36,47.97,22.00,50.29,26.26,44.79,23.70,45.90,22.96,51.79,10.93,52.59,23.50,42.00,25.60,50.87,23.20,49.59,11.13,752.47,96.17,4.00,60.00,10.47,Weekday,Monday,1,Morning,60
5/23/2016 2:20,60,0,24.29,47.83,21.96,50.20,26.26,44.76,23.70,45.79,22.89,51.66,10.89,52.59,23.50,41.90,25.50,50.63,23.29,49.75,11.10,752.63,95.33,4.00,61.33,10.33,Weekday,Monday,2,Morning,60
5/23/2016 5:20,70,0,23.93,47.97,21.60,50.19,26.10,44.03,23.50,45.22,22.89,50.90,10.80,52.43,23.43,41.24,25.07,49.17,23.29,50.00,10.90,753.47,95.00,3.00,56.67,10.20,Weekday,Monday,5,Morning,70
5/23/2016 6:30,80,0,24.00,47.70,21.60,50.70,25.70,43.00,23.39,45.50,22.89,50.79,11.46,52.79,23.39,41.11,24.89,49.07,23.29,50.20,11.00,753.80,95.50,2.50,51.00,10.35,Weekday,Monday,6,Morning,80
5/23/2016 7:20,70,0,24.00,47.79,21.70,50.90,25.60,42.70,23.50,46.00,22.89,50.79,12.03,53.13,23.39,41.16,24.79,48.06,23.29,49.79,11.23,754.20,96.00,2.00,46.33,10.60,Weekday,Monday,7,Morning,70
5/23/2016 7:40,60,0,24.10,47.90,21.79,50.79,25.53,42.70,23.46,45.90,22.89,50.79,12.39,53.29,23.39,41.16,24.79,47.83,23.20,49.47,11.37,754.40,96.00,2.00,46.67,10.70,Weekday,Monday,7,Morning,60
5/23/2016 8:20,50,0,24.10,47.79,21.79,50.79,25.50,42.70,23.39,45.73,22.89,50.73,12.19,53.29,23.39,41.20,24.67,47.47,23.20,49.00,11.63,754.70,94.67,2.00,51.67,10.77,Weekday,Monday,8,Morning,50
5/23/2016 8:30,50,0,24.10,47.83,21.79,50.79,25.39,42.79,23.39,45.70,22.89,50.73,12.13,53.29,23.39,41.20,24.60,47.40,23.20,48.87,11.70,754.75,94.00,2.00,54.00,10.75,Weekday,Monday,8,Morning,50
5/23/2016 9:10,50,0,24.10,47.79,21.89,50.59,25.39,42.59,23.39,45.56,22.89,50.63,11.50,52.77,23.39,41.09,24.50,47.09,23.20,48.47,12.00,754.95,90.67,2.00,57.50,10.57,Weekday,Monday,9,Afternoon,50
5/23/2016 10:00,50,0,24.10,47.70,22.29,49.77,25.39,42.59,23.36,45.40,22.89,50.43,13.76,53.90,23.39,40.90,24.39,46.79,23.10,47.66,12.50,755.20,84.00,2.00,40.00,9.90,Weekday,Monday,10,Afternoon,50
5/23/2016 10:20,40,0,24.10,47.70,22.46,49.33,25.39,42.66,23.39,45.40,22.89,50.40,14.70,54.59,23.39,40.90,24.39,46.79,23.17,47.47,12.67,755.37,84.00,2.33,40.00,10.03,Weekday,Monday,10,Afternoon,40
5/23/2016 10:30,60,0,24.10,47.70,22.60,49.06,25.34,42.70,23.39,45.29,22.89,50.29,14.90,52.96,23.39,41.00,24.39,46.90,23.10,47.40,12.75,755.45,84.00,2.50,40.00,10.10,Weekday,Monday,10,Afternoon,60
5/23/2016 11:10,60,0,24.10,47.70,22.39,49.20,25.29,42.73,23.36,45.40,22.89,50.26,13.23,49.83,23.39,41.00,24.29,46.90,23.10,47.40,12.98,755.77,84.00,3.33,37.50,10.28,Weekday,Monday,11,Afternoon,60
5/23/2016 11:50,60,0,24.10,47.70,22.82,48.56,25.32,42.70,23.39,45.40,22.93,50.09,14.46,37.10,23.39,40.90,24.23,46.83,23.10,46.83,12.92,756.03,84.00,4.67,27.50,10.22,Weekday,Monday,11,Afternoon,60
5/23/2016 12:20,60,0,24.10,48.19,23.07,48.07,25.39,42.63,23.39,45.53,23.00,50.00,16.07,28.40,23.39,40.90,24.20,47.00,23.10,46.59,13.37,756.13,80.00,5.00,30.00,9.87,Weekday,Monday,12,Afternoon,60
5/23/2016 13:10,60,0,24.17,47.50,23.67,46.83,25.50,42.59,23.50,45.63,23.03,49.81,17.26,10.93,23.50,40.56,24.20,47.00,23.10,46.03,14.47,756.27,71.83,5.00,40.00,9.33,Weekday,Monday,13,Afternoon,60
5/23/2016 13:40,60,0,24.23,47.03,24.00,45.90,25.63,42.59,23.60,45.26,23.10,49.70,18.32,1.19,23.60,40.21,24.20,46.76,23.10,45.70,14.97,756.47,71.33,5.00,40.00,9.73,Weekday,Monday,13,Afternoon,60
5/23/2016 15:00,70,0,24.43,46.83,24.29,44.66,25.76,42.43,23.70,44.79,23.20,49.36,17.53,1.00,23.70,39.50,24.10,46.36,23.20,44.90,15.20,756.90,69.00,6.00,40.00,9.60,Weekday,Monday,15,Afternoon,70
5/23/2016 15:20,80,0,24.50,46.73,24.32,44.66,25.76,42.40,23.76,44.99,23.20,49.29,17.32,1.60,23.70,39.48,24.10,46.20,23.10,44.76,15.07,757.03,70.33,6.00,40.00,9.73,Weekday,Monday,15,Afternoon,80
5/23/2016 15:30,60,0,24.50,46.66,24.39,44.53,25.70,42.36,23.79,45.33,23.20,49.29,17.50,1.00,23.70,39.40,24.10,46.20,23.10,44.70,15.00,757.10,71.00,6.00,40.00,9.80,Weekday,Monday,15,Afternoon,60
5/23/2016 15:50,70,0,24.53,46.50,24.39,44.27,25.70,42.16,23.89,45.50,23.20,49.29,17.60,1.00,23.79,39.29,24.10,46.23,23.20,44.59,14.87,757.23,72.33,6.00,40.00,9.93,Weekday,Monday,15,Afternoon,70
5/23/2016 16:00,70,0,24.60,46.36,24.39,44.09,25.70,42.09,23.96,45.56,23.20,49.29,17.53,1.00,23.79,39.22,24.10,46.36,23.15,44.50,14.80,757.30,73.00,6.00,40.00,10.00,Weekday,Monday,16,Afternoon,70
5/23/2016 16:20,70,0,24.60,46.20,24.39,43.90,25.76,42.00,24.07,45.76,23.29,49.40,17.82,1.99,23.86,39.14,24.07,46.26,23.17,44.40,14.83,757.40,71.67,6.33,40.00,9.77,Weekday,Monday,16,Afternoon,70
5/23/2016 16:50,350,0,24.60,45.83,24.32,43.66,25.79,41.97,24.10,45.56,23.32,48.80,17.26,3.89,23.89,38.88,24.13,46.43,23.10,43.86,14.88,757.55,69.67,6.83,40.00,9.42,Weekday,Monday,16,Afternoon,350
5/23/2016 18:20,110,0,25.46,48.33,24.36,47.36,26.00,42.93,24.20,44.66,23.79,48.59,16.36,2.57,23.79,38.12,24.76,46.73,23.10,42.57,14.53,758.00,74.00,6.67,40.00,9.93,Weekday,Monday,18,Night,110
5/23/2016 18:50,110,0,25.29,46.63,24.17,45.69,26.00,42.73,24.20,45.00,24.65,83.08,14.87,6.63,23.75,37.88,24.79,46.83,23.01,42.01,14.28,758.15,74.00,6.17,40.00,9.68,Weekday,Monday,18,Night,110
5/23/2016 20:10,110,0,25.20,45.00,23.70,44.47,25.79,42.00,24.20,44.86,24.24,73.90,15.59,4.96,23.60,37.74,25.10,45.80,22.79,41.23,12.97,758.78,77.17,5.17,40.00,9.10,Weekday,Monday,20,Night,110
5/23/2016 20:40,100,0,25.15,44.74,23.46,44.40,25.70,41.90,24.20,44.26,24.04,67.20,13.00,16.90,23.60,37.62,25.13,44.86,22.70,41.00,12.57,759.03,77.67,5.67,40.00,8.80,Weekday,Monday,20,Night,100
5/23/2016 21:20,70,20,25.10,44.70,23.20,44.59,25.70,41.79,24.20,44.26,23.89,60.88,11.93,26.26,23.60,38.00,25.23,46.39,22.60,41.00,11.97,759.23,79.00,5.33,40.00,8.43,Weekday,Monday,21,Night,90
5/23/2016 21:50,60,20,25.00,44.70,23.00,45.06,25.70,41.79,24.29,44.50,23.79,59.62,11.27,27.57,23.54,38.09,25.20,47.03,22.60,41.83,11.47,759.28,80.50,4.33,40.00,8.18,Weekday,Monday,21,Night,80
5/23/2016 22:00,60,20,24.93,44.70,22.89,45.16,25.70,41.86,24.29,44.56,23.75,59.16,11.03,29.33,23.50,38.09,25.20,47.09,22.70,42.16,11.30,759.30,81.00,4.00,40.00,8.10,Weekday,Monday,22,Night,80
5/23/2016 23:00,70,0,24.79,44.86,22.53,45.86,25.89,42.40,24.39,44.59,23.64,58.57,11.10,32.33,23.50,38.20,24.89,47.97,22.79,43.43,11.10,759.40,84.00,3.00,40.00,8.40,Weekday,Monday,23,Night,70
5/23/2016 23:30,60,0,24.76,44.79,22.39,46.13,25.89,42.50,24.29,44.26,23.60,57.53,11.23,33.83,23.50,38.23,24.89,48.36,22.79,44.13,11.10,759.55,84.50,3.50,40.00,8.50,Weekday,Monday,23,Night,60
5/23/2016 23:40,50,0,24.70,44.79,22.39,46.26,25.96,42.83,24.29,44.13,23.60,57.25,11.30,33.83,23.50,38.25,24.89,48.56,22.79,44.33,11.10,759.60,84.67,3.67,40.00,8.53,Weekday,Monday,23,Night,50
5/24/2016 0:10,50,0,24.60,44.79,22.26,46.47,26.00,43.00,24.20,43.55,23.50,55.80,11.33,34.46,23.48,38.29,24.79,49.09,22.79,44.86,11.10,759.72,85.33,3.83,38.17,8.67,Weekday,Tuesday,0,Morning,50
5/24/2016 0:40,50,0,24.57,44.79,22.13,46.59,25.96,42.73,24.10,43.29,23.50,54.86,11.30,35.40,23.50,38.40,24.73,49.03,22.89,45.47,11.10,759.77,86.33,3.33,32.67,8.87,Weekday,Tuesday,0,Morning,50
5/24/2016 1:10,60,0,24.50,44.86,22.10,46.73,25.89,42.50,24.00,43.13,23.42,54.12,11.13,34.43,23.39,38.32,24.70,48.59,22.89,45.93,11.05,759.78,86.83,3.33,29.00,8.92,Weekday,Tuesday,1,Morning,60
5/24/2016 1:30,60,0,24.39,44.79,22.00,46.70,25.89,42.50,24.00,43.03,23.39,53.72,11.10,33.83,23.39,38.36,24.70,48.47,22.89,46.16,10.95,759.75,86.50,4.00,29.00,8.75,Weekday,Tuesday,1,Morning,60
5/24/2016 1:40,60,0,24.39,44.73,22.00,46.70,25.89,42.47,23.93,43.00,23.39,53.57,11.00,32.76,23.39,38.29,24.70,48.40,22.89,46.36,10.90,759.73,86.33,4.33,29.00,8.67,Weekday,Tuesday,1,Morning,60
